Nandit,ROOT-abc,1001552496,Admin,sreekar,sandri,11/5/1990,6823207364,smgmail.com,11111111,71712 Martle Pl Frisco,TRUE
Nandit,ROOT123c,1001552496,Admin,sreekar,sandri,11/5/1990,6823207364,smgmail.com,11111111,71712 Martle Pl Frisco,TRUE
Nandit,Root-123!,10552496,Admin,sreekar,sandri,11/5/1990,6823207364,smgmail.com,11111111,71712 Martle Pl Frisco,TRUE
Nandit,Root-123!,abc1234567,Admin,sreekar,sandri,11/5/1990,6823207364,smgmail.com,11111111,71712 Martle Pl Frisco,TRUE
Nandit,Root-123,1001552496,Rental Manager,sreekar#,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712 Martle Pl Frisco,TRUE
Nandit,Root-123,1001552496,Rental Manager,sreekar,sandri#,5/11/1996,6823207364,sm@gmail.com,11111111,71712 Martle Pl Frisco,TRUE
Sreekar,Root-123!,1001552496,user,sreekar,sandri,fgfgh,6823207364,sm@gmail.com,11111111,71712 Martle Pl Frisco,TRUE
Sreekar,Root-123!,1001552496,user,sreekar,sandri,5/11/1996,68207364,sm@gmail.com,11111111,71712 Martle Pl Frisco,TRUE
Sreekar,Root-123!,1001552496,user,sreekar,sandri,5/11/1996,68ab207364,sm@gmail.com,11111111,71712 Martle Pl Frisco,TRUE
Nandit,Root-123!,1001552496,Admin,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,7171Maddresstestartle Pl FriscoMaddresstestartleMaddresstestartleMaddresstestartleMaddresstestartl,FALSE
Nandit,Root-123!,1001552496,Admin,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,7171Maddresstestartle Pl FriscoMayddresstestartleMaddresstestartleMaddresstestartleMaddresstestartlf,TRUE
Nandit,Root-123!,1001552496,Admin,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,111111,71712 Martle Pl Frisco,TRUE
Nandit,Root-123!,1001552496,Admin,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,ab111111,71712 Martle Pl Frisco,TRUE
Nandi,Root-123!,1001552496,Admin,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,ab111111,71712 Martle Pl Frisco,TRUE
Nand,Root-123!,1001552496,Admin,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,ab111111,71712 Martle Pl Frisco,TRUE
Sreekar,Root-123!,100155249,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar,Root-123!,10015524961,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar,root-123!,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar,ROOT-123!,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar,Root-!,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar,Root1234,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar,Root-123!,100155a496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
Sreekar-,Root-123!,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,FALSE
Sreekar_,Root-123!,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,FALSE
Sreekar$,Root-123!,1001552496,user,sreekar,sandri,5/11/1996,6823207364,sm@gmail.com,11111111,71712Marte,TRUE
